"Group","log10_Size_Midpoint_g","Biomass_Pg_wet_weight_estimate","Biomass_Pg_wet_weight_95CI_lower","Biomass_Pg_wet_weight_95CI_upper"
"Microphytoplankton",-7.5,0.450529842505814,0.139916100157085,1.45070609286872
"Microphytoplankton",-6.5,0.450529842505814,0.139916100157085,1.45070609286872
"Microphytoplankton",-5.5,0.270588493997486,0.084033693788039,0.871294950671904
"Microphytoplankton",-4.5,0,0,0
"Microphytoplankton",-3.5,0,0,0
"Microphytoplankton",-2.5,0,0,0
"Microphytoplankton",-1.5,0,0,0
"Microphytoplankton",-0.5,0,0,0
"Microphytoplankton",0.5,0,0,0
"Microphytoplankton",1.5,0,0,0
"Microphytoplankton",2.5,0,0,0
"Microphytoplankton",3.5,0,0,0
"Microphytoplankton",4.5,0,0,0
"Microphytoplankton",5.5,0,0,0
"Microphytoplankton",6.5,0,0,0
"Microphytoplankton",7.5,0,0,0
"Microphytoplankton",8.5,0,0,0
"Nanozooplankton",-13.5,0,0,0
"Nanozooplankton",-12.5,0.55,0.0841712195644522,3.593865
"Nanozooplankton",-11.5,1.1,0.168342439128904,7.18773
"Nanozooplankton",-10.5,0.85,0.130082793872335,5.554155
"Nanozooplankton",-9.5,0,0,0
"Nanozooplankton",-8.5,0,0,0
"Nanozooplankton",-7.5,0,0,0
"Nanozooplankton",-6.5,0,0,0
"Nanozooplankton",-5.5,0,0,0
"Nanozooplankton",-4.5,0,0,0
"Nanozooplankton",-3.5,0,0,0
"Nanozooplankton",-2.5,0,0,0
"Nanozooplankton",-1.5,0,0,0
"Nanozooplankton",-0.5,0,0,0
"Nanozooplankton",0.5,0,0,0
"Nanozooplankton",1.5,0,0,0
"Nanozooplankton",2.5,0,0,0
"Nanozooplankton",3.5,0,0,0
"Nanozooplankton",4.5,0,0,0
"Nanozooplankton",5.5,0,0,0
"Nanozooplankton",6.5,0,0,0
"Nanozooplankton",7.5,0,0,0
"Nanozooplankton",8.5,0,0,0
"Microzooplankton",-13.5,0,0,0
"Microzooplankton",-12.5,0,0,0
"Microzooplankton",-11.5,0,0,0
"Microzooplankton",-10.5,0.191632813670311,0.0293272138821772,1.25218629436591
"Microzooplankton",-9.5,1.10188867860429,0.168631479822519,7.20007119260399
"Microzooplankton",-8.5,1.10188867860429,0.168631479822519,7.20007119260399
"Microzooplankton",-7.5,1.10188867860429,0.168631479822519,7.20007119260399
"Microzooplankton",-6.5,1.10188867860429,0.168631479822519,7.20007119260399
"Microzooplankton",-5.5,0.191632813670311,0.0293272138821772,1.25218629436591
"Microzooplankton",-4.5,0,0,0
"Microzooplankton",-3.5,0,0,0
"Microzooplankton",-2.5,0,0,0
"Microzooplankton",-1.5,0,0,0
"Microzooplankton",-0.5,0,0,0
"Microzooplankton",0.5,0,0,0
"Microzooplankton",1.5,0,0,0
"Microzooplankton",2.5,0,0,0
"Microzooplankton",3.5,0,0,0
"Microzooplankton",4.5,0,0,0
"Microzooplankton",5.5,0,0,0
"Microzooplankton",6.5,0,0,0
"Microzooplankton",7.5,0,0,0
"Microzooplankton",8.5,0,0,0
"Mesozooplankton",-13.5,0,0,0
"Mesozooplankton",-12.5,0,0,0
"Mesozooplankton",-11.5,0,0,0
"Mesozooplankton",-10.5,0,0,0
"Mesozooplankton",-9.5,0,0,0
"Mesozooplankton",-8.5,0,0,0
"Mesozooplankton",-7.5,0,0,0
"Mesozooplankton",-6.5,0,0,0
"Mesozooplankton",-5.5,0.902806803300017,0.11724763679221,6.95161238541013
"Mesozooplankton",-4.5,1.81649079700124,0.235907895714447,13.9869791369095
"Mesozooplankton",-3.5,1.81649079700124,0.235907895714447,13.9869791369095
"Mesozooplankton",-2.5,1.81649079700124,0.235907895714447,13.9869791369095
"Mesozooplankton",-1.5,1.81649079700124,0.235907895714447,13.9869791369095
"Mesozooplankton",-0.5,1.81649079700124,0.235907895714447,13.9869791369095
"Mesozooplankton",0.5,0.902806803300017,0.11724763679221,6.95161238541013
"Mesozooplankton",1.5,0,0,0
"Mesozooplankton",2.5,0,0,0
"Mesozooplankton",3.5,0,0,0
"Mesozooplankton",4.5,0,0,0
"Mesozooplankton",5.5,0,0,0
"Mesozooplankton",6.5,0,0,0
"Mesozooplankton",7.5,0,0,0
"Mesozooplankton",8.5,0,0,0
"Macrozooplankton",-13.5,0,0,0
"Macrozooplankton",-12.5,0,0,0
"Macrozooplankton",-11.5,0,0,0
"Macrozooplankton",-10.5,0,0,0
"Macrozooplankton",-9.5,0,0,0
"Macrozooplankton",-8.5,0,0,0
"Macrozooplankton",-7.5,0,0,0
"Macrozooplankton",-6.5,0,0,0
"Macrozooplankton",-5.5,0,0,0
"Macrozooplankton",-4.5,0,0,0
"Macrozooplankton",-3.5,0,0,0
"Macrozooplankton",-2.5,0.115232525790631,0.0101172573281676,1.31246389899755
"Macrozooplankton",-1.5,0.307286735441682,0.0269793528751137,3.49990373066013
"Macrozooplankton",-0.5,0.307286735441682,0.0269793528751137,3.49990373066013
"Macrozooplankton",0.5,0.307286735441682,0.0269793528751137,3.49990373066013
"Macrozooplankton",1.5,0.307286735441682,0.0269793528751137,3.49990373066013
"Macrozooplankton",2.5,0.192054209651051,0.0168620955469461,2.18743983166258
"Macrozooplankton",3.5,0,0,0
"Macrozooplankton",4.5,0,0,0
"Macrozooplankton",5.5,0,0,0
"Macrozooplankton",6.5,0,0,0
"Macrozooplankton",7.5,0,0,0
"Macrozooplankton",8.5,0,0,0
"Mesopelagics",-13.5,0,0,0
"Mesopelagics",-12.5,0,0,0
"Mesopelagics",-11.5,0,0,0
"Mesopelagics",-10.5,0,0,0
"Mesopelagics",-9.5,0,0,0
"Mesopelagics",-8.5,0,0,0
"Mesopelagics",-7.5,0,0,0
"Mesopelagics",-6.5,0,0,0
"Mesopelagics",-5.5,0,0,0
"Mesopelagics",-4.5,0,0,0
"Mesopelagics",-3.5,0,0,0
"Mesopelagics",-2.5,0,0,0
"Mesopelagics",-1.5,1.18064389211989,0.396,3.52
"Mesopelagics",-0.5,1.18064389211989,0.396,3.52
"Mesopelagics",0.5,1.18064389211989,0.396,3.52
"Mesopelagics",1.5,1.18064389211989,0.396,3.52
"Mesopelagics",2.5,0.643987577519939,0.216,1.92
"Mesopelagics",3.5,0,0,0
"Mesopelagics",4.5,0,0,0
"Mesopelagics",5.5,0,0,0
"Mesopelagics",6.5,0,0,0
"Mesopelagics",7.5,0,0,0
"Mesopelagics",8.5,0,0,0
"Fish",-13.5,0,0,0
"Fish",-12.5,0,0,0
"Fish",-11.5,0,0,0
"Fish",-10.5,0,0,0
"Fish",-9.5,0,0,0
"Fish",-8.5,0,0,0
"Fish",-7.5,0,0,0
"Fish",-6.5,0,0,0
"Fish",-5.5,0,0,0
"Fish",-4.5,0,0,0
"Fish",-3.5,0,0,0
"Fish",-2.5,0.336766745717039,0.0673533491434077,1.68383372858519
"Fish",-1.5,0.336766745717039,0.0673533491434077,1.68383372858519
"Fish",-0.5,0.336766745717039,0.0673533491434077,1.68383372858519
"Fish",0.5,0.336766745717039,0.0673533491434077,1.68383372858519
"Fish",1.5,0.844201805056795,0.168840361011359,4.22100902528397
"Fish",2.5,0.844201805056795,0.168840361011359,4.22100902528397
"Fish",3.5,0.844201805056795,0.168840361011359,4.22100902528397
"Fish",4.5,0.844201805056795,0.168840361011359,4.22100902528397
"Fish",5.5,0.509924319103,0.1019848638206,2.549621595515
"Fish",6.5,0.292235099,0.0584470198,1.461175495
"Fish",7.5,0,0,0
"Fish",8.5,0,0,0
"Mammals",-13.5,0,0,0
"Mammals",-12.5,0,0,0
"Mammals",-11.5,0,0,0
"Mammals",-10.5,0,0,0
"Mammals",-9.5,0,0,0
"Mammals",-8.5,0,0,0
"Mammals",-7.5,0,0,0
"Mammals",-6.5,0,0,0
"Mammals",-5.5,0,0,0
"Mammals",-4.5,0,0,0
"Mammals",-3.5,0,0,0
"Mammals",-2.5,0,0,0
"Mammals",-1.5,0,0,0
"Mammals",-0.5,0,0,0
"Mammals",0.5,0,0,0
"Mammals",1.5,0,0,0
"Mammals",2.5,0,0,0
"Mammals",3.5,0,0,0
"Mammals",4.5,0.0059248739766,0.000846410568085714,0.0414741178362
"Mammals",5.5,0.060075680897,0.00858224012814286,0.420529766279
"Mammals",6.5,0.187764901,0.0268235572857143,1.314354307
"Mammals",7.5,0.123434169,0.0176334527142857,0.864039183
"Mammals",8.5,0.0646532,0.00923617142857143,0.4525724
