id,year,mag,magType,energy_proxy_J
usp000jnxq,2012,5.5,mwc,11220184543019.652
usp000jp26,2012,5.5,mwb,11220184543019.652
usp000jp2p,2012,5.6,mww,15848931924611.11
usp000jp54,2012,5.9,mww,44668359215096.53
usp000jp5c,2012,5.9,mww,44668359215096.53
usp000jp6g,2012,5.6,mww,15848931924611.11
usp000jp79,2012,6.0,mww,63095734448019.43
usp000jp7b,2012,5.8,mww,31622776601683.793
usp000jp7r,2012,5.6,mwb,15848931924611.11
usp000jp8m,2012,5.6,mwb,15848931924611.11
usp000jp8s,2012,5.9,mww,44668359215096.53
usp000jpa9,2012,5.6,mww,15848931924611.11
usp000jpe1,2012,6.4,mww,251188643150959.25
usp000jpeh,2012,6.4,mww,251188643150959.25
usp000jpfh,2012,6.7,mww,707945784384140.2
usp000jpfr,2012,5.5,mwb,11220184543019.652
usp000jpfw,2012,5.6,mwc,15848931924611.11
usp000jpjk,2012,6.5,mww,354813389233576.06
usp000jpkd,2012,5.7,mwb,22387211385683.47
usp000jpkv,2012,5.6,mww,15848931924611.11
usp000jpm2,2012,5.9,mww,44668359215096.53
usp000jps6,2012,5.5,mwb,11220184543019.652
usp000jps8,2012,6.1,mww,89125093813374.4
usp000jpsa,2012,6.1,mww,89125093813374.4
usp000jptt,2012,5.5,mwb,11220184543019.652
usp000jpxe,2012,5.8,mww,31622776601683.793
usp000jq1s,2012,5.9,mww,44668359215096.53
usp000jq2q,2012,5.6,mww,15848931924611.11
usp000jq4r,2012,6.2,mww,125892541179417.14
usp000jq5p,2012,6.4,mww,251188643150959.25
usp000jq5r,2012,6.2,mww,125892541179417.14
usp000jq7p,2012,6.2,mww,125892541179417.14
usp000jq81,2012,5.5,mwc,11220184543019.652
usp000jq9h,2012,7.7,mww,2.2387211385683468e+16
usp000jqc7,2012,5.5,mwb,11220184543019.652
usp000jqcr,2012,5.6,mwc,15848931924611.11
usp000jqcu,2012,5.8,mww,31622776601683.793
usp000jqee,2012,5.5,mwc,11220184543019.652
usp000jqf3,2012,6.3,mww,177827941003892.28
usp000jqf4,2012,5.7,mwc,22387211385683.47
usp000jqfc,2012,5.8,mww,31622776601683.793
usp000jqfj,2012,5.7,mww,22387211385683.47
usp000jqge,2012,5.6,mww,15848931924611.11
usp000jqha,2012,6.2,mww,125892541179417.14
usp000jqkg,2012,5.6,mwb,15848931924611.11
usp000jqns,2012,5.7,mww,22387211385683.47
usp000jqnv,2012,5.5,mwc,11220184543019.652
usp000jqp0,2012,5.6,mww,15848931924611.11
usp000jqqj,2012,5.9,mwb,44668359215096.53
usp000jqrq,2012,5.6,mwb,15848931924611.11
usp000jqrz,2012,6.6,mww,501187233627271.44
usp000jqvm,2012,7.3,mww,5623413251903491.0
usp000jqz0,2012,5.5,mww,11220184543019.652
usp000jr29,2012,5.5,mwb,11220184543019.652
usp000jr4w,2012,5.6,mwc,15848931924611.11
usp000jr55,2012,6.8,mww,1000000000000000.0
usp000jr83,2012,7.6,mww,1.5848931924611108e+16
usp000jrbm,2012,5.6,mwc,15848931924611.11
usp000jrer,2012,5.5,mwb,11220184543019.652
usp000jrjh,2012,5.8,mww,31622776601683.793
usp000jrkr,2012,6.1,mww,89125093813374.4
usp000jrky,2012,5.7,mwc,22387211385683.47
usp000jrsq,2012,6.0,mww,63095734448019.43
usp000jrsw,2012,7.6,mww,1.5848931924611108e+16
usp000jruj,2012,5.6,mwc,15848931924611.11
usp000jrwf,2012,5.7,mwb,22387211385683.47
usp000jrwu,2012,5.5,mww,11220184543019.652
usp000jrza,2012,5.7,mwb,22387211385683.47
usp000jrzt,2012,6.1,mww,89125093813374.4
usp000js0m,2012,5.7,mww,22387211385683.47
usp000js1a,2012,5.9,mww,44668359215096.53
usp000js21,2012,5.5,mwb,11220184543019.652
usp000js4e,2012,5.6,mww,15848931924611.11
usp000js5k,2012,5.9,mww,44668359215096.53
usp000js6n,2012,5.5,mww,11220184543019.652
usp000js8a,2012,5.5,mwc,11220184543019.652
usp000jsa4,2012,6.2,mww,125892541179417.14
usp000jsad,2012,5.5,mwc,11220184543019.652
usp000jscb,2012,5.7,mww,22387211385683.47
usp000jsgh,2012,5.5,mwb,11220184543019.652
usp000jsmu,2012,5.7,mww,22387211385683.47
usp000jsq5,2012,5.5,mww,11220184543019.652
usp000jsvz,2012,5.5,mwb,11220184543019.652
usp000jsxq,2012,5.6,mww,15848931924611.11
usp000jsz4,2012,6.3,mww,177827941003892.28
usp000jt0h,2012,6.4,mww,251188643150959.25
usp000jt4n,2012,5.8,mww,31622776601683.793
usp000jt7t,2012,5.5,mwb,11220184543019.652
usp000jta1,2012,7.3,mww,5623413251903491.0
usp000jtc6,2012,6.1,mww,89125093813374.4
usp000jteb,2012,5.5,mwb,11220184543019.652
usp000jtfv,2012,5.7,mwb,22387211385683.47
usp000jtj4,2012,5.7,mwb,22387211385683.47
usp000jtm0,2012,5.5,mwb,11220184543019.652
usp000jtm4,2012,5.5,mwc,11220184543019.652
usp000jtny,2012,5.6,mwb,15848931924611.11
usp000jtqd,2012,5.7,mww,22387211385683.47
usp000jtqn,2012,5.9,mww,44668359215096.53
usp000jtqw,2012,6.1,mww,89125093813374.4
usp000jts9,2012,5.6,mwc,15848931924611.11
usp000jtsk,2012,6.6,mww,501187233627271.44
usp000jtvk,2012,5.5,mww,11220184543019.652
usp000jtvw,2012,6.6,mww,501187233627271.44
usp000jtyn,2012,5.8,mww,31622776601683.793
usp000jtz0,2012,5.7,mww,22387211385683.47
usp000jtz4,2012,5.5,mwc,11220184543019.652
usp000jtz6,2012,5.5,mwr,11220184543019.652
usp000ju03,2012,5.6,mww,15848931924611.11
usp000ju15,2012,5.5,mwb,11220184543019.652
usp000ju1y,2012,5.6,mww,15848931924611.11
usp000ju2g,2012,5.6,mww,15848931924611.11
usp000ju30,2012,6.0,mww,63095734448019.43
usp000ju3z,2012,5.9,mww,44668359215096.53
usp000ju5t,2012,5.6,mwc,15848931924611.11
usp000ju7q,2012,6.2,mww,125892541179417.14
usp000ju82,2012,5.5,mww,11220184543019.652
usp000jubp,2012,5.9,mww,44668359215096.53
usp000jubq,2012,5.6,mwb,15848931924611.11
usp000jubr,2012,5.8,mww,31622776601683.793
usp000jucg,2012,6.5,mww,354813389233576.06
usp000jue6,2012,5.6,mww,15848931924611.11
usp000juhz,2012,7.8,mww,3.162277660168379e+16
usp000juj7,2012,5.5,mwr,11220184543019.652
usp000junu,2012,6.3,mww,177827941003892.28
usp000junz,2012,5.6,mwr,15848931924611.11
usp000juq5,2012,5.5,mwc,11220184543019.652
usp000juqw,2012,5.7,mww,22387211385683.47
usp000jus5,2012,6.2,mww,125892541179417.14
usp000juw5,2012,5.7,mww,22387211385683.47
usp000juwz,2012,5.5,mwb,11220184543019.652
usp000juy1,2012,6.1,mww,89125093813374.4
usp000juz9,2012,5.6,mww,15848931924611.11
usp000jv20,2012,5.6,mww,15848931924611.11
usp000jv34,2012,5.7,mww,22387211385683.47
usp000jv36,2012,5.6,mww,15848931924611.11
usp000jv3c,2012,5.6,mww,15848931924611.11
usp000jv3q,2012,5.5,mwb,11220184543019.652
usp000jv5f,2012,7.4,mww,7943282347242854.0
usp000jv65,2012,5.7,mwc,22387211385683.47
usp000jv6a,2012,5.6,mwc,15848931924611.11
usp000jv6k,2012,6.1,mww,89125093813374.4
usp000jvb0,2012,6.0,mww,63095734448019.43
usp000jvbq,2012,6.8,mww,1000000000000000.0
usp000jvcs,2012,5.8,mww,31622776601683.793
usp000jvd9,2012,5.5,mww,11220184543019.652
usp000jvdf,2012,6.5,mww,354813389233576.06
usp000jvfa,2012,6.3,mww,177827941003892.28
usp000jvgu,2012,6.1,mww,89125093813374.4
usp000jvjb,2012,5.6,mwc,15848931924611.11
usp000jvjx,2012,5.7,mww,22387211385683.47
usp000jvkn,2012,6.1,mww,89125093813374.4
usp000jvkw,2012,5.6,mww,15848931924611.11
usp000jvmj,2012,5.9,mww,44668359215096.53
usp000jvmk,2012,6.1,mww,89125093813374.4
usp000jvmr,2012,5.5,mwb,11220184543019.652
usp000jvp2,2012,5.6,mwc,15848931924611.11
usp000jvpf,2012,6.5,mww,354813389233576.06
usp000jvpw,2012,5.6,mww,15848931924611.11
usp000jvq1,2012,5.9,mww,44668359215096.53
usp000jvtm,2012,6.0,mww,63095734448019.43
usp000jvxm,2012,5.9,mww,44668359215096.53
usp000jvy8,2012,5.9,mww,44668359215096.53
usp000jw4d,2012,5.7,mww,22387211385683.47
usp000jw5y,2012,5.6,mww,15848931924611.11
usp000jw6g,2012,5.6,mww,15848931924611.11
usp000jw7j,2012,5.5,mwb,11220184543019.652
usp000jw7s,2012,5.9,mww,44668359215096.53
usp000jw85,2012,5.5,mwb,11220184543019.652
usp000jw97,2012,5.7,mwb,22387211385683.47
usp000jwax,2012,6.1,mww,89125093813374.4
usp000jwcx,2012,5.6,mwc,15848931924611.11
ak012fko16th,2012,5.8,mw,31622776601683.793
usp000jwga,2012,5.8,mww,31622776601683.793
usp000jwgq,2012,5.5,mwc,11220184543019.652
usp000jwjn,2012,7.3,mww,5623413251903491.0
usp000jwjp,2012,6.2,mww,125892541179417.14
usp000jwmk,2012,6.3,mww,177827941003892.28
usp000jwmw,2012,5.7,mwc,22387211385683.47
usp000jwpn,2012,5.6,mww,15848931924611.11
usp000jws0,2012,5.6,mwb,15848931924611.11
usp000jwt8,2012,7.1,mww,2818382931264449.0
usp000jwu3,2012,6.0,mww,63095734448019.43
usp000jwxk,2012,5.5,mww,11220184543019.652
usp000jwyb,2012,6.3,mww,177827941003892.28
usp000jwym,2012,5.8,mwc,31622776601683.793
usp000jwza,2012,6.0,mww,63095734448019.43
usp000jx05,2012,6.1,mww,89125093813374.4
usp000jx21,2012,5.6,mww,15848931924611.11
usp000jx2e,2012,6.1,mww,89125093813374.4
usp000jx2v,2012,5.9,mww,44668359215096.53
usp000jx2w,2012,5.7,mwb,22387211385683.47
usp000jx85,2012,6.7,mww,707945784384140.2
usp000jx9b,2012,5.5,mww,11220184543019.652
usp000jxaj,2012,5.7,mww,22387211385683.47
usp000jxep,2012,5.5,mwb,11220184543019.652
usp000jxet,2012,5.9,mww,44668359215096.53
usp000jxhm,2012,5.5,mww,11220184543019.652
usp000jxja,2012,5.7,mww,22387211385683.47
usp000jxjw,2012,5.5,mww,11220184543019.652
usp000jxrn,2013,5.6,mwb,15848931924611.11
ak0138esnzr,2013,7.5,mw,1.1220184543019652e+16
usp000jy2b,2013,5.7,mww,22387211385683.47
usp000jy2w,2013,5.7,mww,22387211385683.47
usp000jy3c,2013,5.8,mww,31622776601683.793
usp000jy5b,2013,5.6,mww,15848931924611.11
usp000jy6c,2013,5.7,mww,22387211385683.47
usp000jyce,2013,5.7,mww,22387211385683.47
ak013ne6tla,2013,5.5,mw,11220184543019.652
usp000jyev,2013,6.1,mww,89125093813374.4
usb000erse,2013,5.5,mwb,11220184543019.652
usp000jyn6,2013,5.5,mwc,11220184543019.652
usb000esbm,2013,5.5,mwb,11220184543019.652
usb000esgn,2013,6.1,mww,89125093813374.4
usc000ewcv,2013,5.7,mww,22387211385683.47
usc000ewqq,2013,6.1,mww,89125093813374.4
usc000eyp3,2013,6.8,mww,1000000000000000.0
usc000eyur,2013,6.1,mww,89125093813374.4
usc000ez0w,2013,6.1,mww,89125093813374.4
usc000ez11,2013,5.8,mwc,31622776601683.793
usc000ez19,2013,5.5,mwc,11220184543019.652
usc000ez22,2013,5.5,mwc,11220184543019.652
ak0131ffc3tc,2013,5.9,mw,44668359215096.53
usc000ezhu,2013,5.8,mww,31622776601683.793
usc000ezil,2013,6.0,mww,63095734448019.43
usc000ezv6,2013,6.3,mww,177827941003892.28
usc000ezw4,2013,6.4,mww,251188643150959.25
usc000ezyt,2013,5.8,mww,31622776601683.793
usc000f03a,2013,6.9,mww,1412537544622761.2
usc000f05y,2013,6.0,mwb,63095734448019.43
usp000jz0p,2013,5.5,mwc,11220184543019.652
usc000f1r5,2013,6.0,mww,63095734448019.43
usc000f1s0,2013,8.0,mww,6.309573444801943e+16
usc000f1se,2013,7.1,mww,2818382931264449.0
usc000f1ts,2013,7.0,mww,1995262314968882.8
usc000f23y,2013,6.1,mwc,89125093813374.4
usc000f246,2013,5.9,mwc,44668359215096.53
usc000f299,2013,5.9,mwb,44668359215096.53
usc000f29g,2013,6.0,mwb,63095734448019.43
usc000f2a4,2013,5.8,mwc,31622776601683.793
usc000f2ap,2013,6.0,mww,63095734448019.43
usc000f2bn,2013,5.9,mwc,44668359215096.53
usc000f2d8,2013,5.8,mwb,31622776601683.793
usc000f2pu,2013,5.6,mwc,15848931924611.11
usc000f2ul,2013,6.0,mww,63095734448019.43
usc000f31w,2013,5.8,mww,31622776601683.793
usc000f329,2013,5.8,mww,31622776601683.793
usc000f3fx,2013,6.7,mww,707945784384140.2
usc000f3hb,2013,5.8,mwc,31622776601683.793
usc000f3r7,2013,5.5,mwb,11220184543019.652
usc000f3vv,2013,5.5,mwb,11220184543019.652
usc000f3x8,2013,6.8,mww,1000000000000000.0
usc000f40d,2013,5.8,mwc,31622776601683.793
usc000f40j,2013,7.1,mww,2818382931264449.0
usc000f42w,2013,5.7,mwc,22387211385683.47
usc000f499,2013,5.5,mwb,11220184543019.652
usc000f4e9,2013,5.5,mwb,11220184543019.652
usc000f4ij,2013,6.9,mww,1412537544622761.2
usc000f4n5,2013,6.6,mww,501187233627271.44
usc000f4qc,2013,5.5,mwc,11220184543019.652
usc000f4rp,2013,5.6,mwb,15848931924611.11
usc000f4ve,2013,5.6,mwb,15848931924611.11
usc000f4zf,2013,6.0,mww,63095734448019.43
usc000f5fa,2013,5.7,mww,22387211385683.47
usc000f5mb,2013,5.7,mww,22387211385683.47
usc000f6am,2013,5.5,mww,11220184543019.652
usc000f76f,2013,6.6,mww,501187233627271.44
usc000f7mi,2013,5.7,mww,22387211385683.47
usc000f8be,2013,6.1,mww,89125093813374.4
usc000f8cd,2013,5.8,mww,31622776601683.793
usc000f91p,2013,5.5,mwb,11220184543019.652
usc000f91t,2013,5.7,mww,22387211385683.47
usc000f9kb,2013,5.5,mww,11220184543019.652
usc000f9p5,2013,5.9,mww,44668359215096.53
usc000f9ra,2013,5.5,mww,11220184543019.652
usc000fad1,2013,5.7,mww,22387211385683.47
usc000faep,2013,5.6,mww,15848931924611.11
us2013lwcv,2013,5.6,mww,15848931924611.11
usc000fbl2,2013,6.1,mww,89125093813374.4
usc000fc4p,2013,5.9,mww,44668359215096.53
usc000fc5f,2013,5.9,mww,44668359215096.53
usc000fc75,2013,5.6,mww,15848931924611.11
usc000fckr,2013,5.5,mwb,11220184543019.652
usc000fd56,2013,5.8,mww,31622776601683.793
usc000fdn6,2013,5.7,mww,22387211385683.47
usc000fe8q,2013,5.9,mww,44668359215096.53
usc000febi,2013,6.9,mww,1412537544622761.2
usc000fee8,2013,5.8,mww,31622776601683.793
usc000fewp,2013,6.4,mww,251188643150959.25
usc000feww,2013,6.5,mww,354813389233576.06
usc000ffei,2013,5.6,mww,15848931924611.11
usc000fga1,2013,5.8,mww,31622776601683.793
usc000fgwh,2013,5.5,mwb,11220184543019.652
usb000fgws,2013,5.5,mww,11220184543019.652
usb000fh5e,2013,5.5,mwb,11220184543019.652
usb000fhxq,2013,5.8,mww,31622776601683.793
usb000fi8j,2013,5.5,mww,11220184543019.652
usb000fic3,2013,5.7,mww,22387211385683.47
usb000fij4,2013,6.5,mww,354813389233576.06
usb000filu,2013,5.5,mwc,11220184543019.652
usb000fiww,2013,5.5,mww,11220184543019.652
usb000fk1l,2013,5.8,mww,31622776601683.793
usb000flq3,2013,5.5,mwb,11220184543019.652
usb000fnl4,2013,5.9,mww,44668359215096.53
usb000frdz,2013,5.5,mwc,11220184543019.652
usb000frv8,2013,5.9,mww,44668359215096.53
usb000frwy,2013,6.1,mww,89125093813374.4
usb000fshy,2013,6.2,mww,125892541179417.14
usb000fssd,2013,5.5,mww,11220184543019.652
usb000fsz8,2013,5.5,mwb,11220184543019.652
usb000ftgc,2013,5.9,mww,44668359215096.53
usb000fub3,2013,5.5,mwc,11220184543019.652
usp000jzyp,2013,5.6,mwc,15848931924611.11
usb000fwb9,2013,5.5,mww,11220184543019.652
usb000fx1s,2013,5.6,mwb,15848931924611.11
usb000fxh7,2013,6.0,mww,63095734448019.43
usb000fxxk,2013,5.5,mww,11220184543019.652
usb000fy5i,2013,5.9,mww,44668359215096.53
usb000g0cq,2013,6.3,mww,177827941003892.28
usb000g1a2,2013,5.5,mwc,11220184543019.652
usb000g128,2013,5.8,mww,31622776601683.793
usb000g13s,2013,7.0,mww,1995262314968882.8
us2013nrbl,2013,5.5,mwc,11220184543019.652
usb000g2y5,2013,6.4,mww,251188643150959.25
usb000g4ca,2013,5.8,mww,31622776601683.793
usb000g4z6,2013,5.7,mww,22387211385683.47
usb000g5yg,2013,5.8,mww,31622776601683.793
usb000g6it,2013,6.0,mww,63095734448019.43
usb000g6lc,2013,6.6,mww,501187233627271.44
usb000g7w7,2013,5.7,mww,22387211385683.47
usb000g7x7,2013,7.7,mww,2.2387211385683468e+16
usb000g8my,2013,6.6,mww,501187233627271.44
usb000g8rt,2013,5.6,mww,15848931924611.11
usb000g8ti,2013,5.5,mwb,11220184543019.652
usb000g9yi,2013,5.6,mwb,15848931924611.11
usb000g940,2013,5.9,mww,44668359215096.53
usb000gagm,2013,5.5,mwc,11220184543019.652
us2013pda1,2013,5.5,mwc,11220184543019.652
usb000gbf8,2013,7.2,mww,3981071705534985.5
usb000gc0z,2013,5.8,mww,31622776601683.793
usb000gc6m,2013,6.1,mww,89125093813374.4
usb000gcdd,2013,6.6,mww,501187233627271.44
usb000gcgl,2013,5.7,mww,22387211385683.47
usb000gcgu,2013,5.9,mww,44668359215096.53
usb000gch7,2013,5.8,mww,31622776601683.793
usb000gcls,2013,6.1,mww,89125093813374.4
usb000gczl,2013,6.1,mww,89125093813374.4
usb000gd5d,2013,5.6,mww,15848931924611.11
usb000gda9,2013,6.0,mww,63095734448019.43
usb000gdcd,2013,5.5,mwb,11220184543019.652
usb000gen8,2013,6.5,mww,354813389233576.06
usb000geu9,2013,5.5,mww,11220184543019.652
us2013plai,2013,6.1,mww,89125093813374.4
usb000ghg0,2013,5.6,mww,15848931924611.11
us2013pqaf,2013,5.9,mww,44668359215096.53
usb000gjhz,2013,5.7,mww,22387211385683.47
us2013puau,2013,5.5,mwc,11220184543019.652
usc000gp4q,2013,5.5,mwb,11220184543019.652
usc000gpwn,2013,6.0,mww,63095734448019.43
usc000gteu,2013,5.7,mww,22387211385683.47
usc000gtvs,2013,6.1,mww,89125093813374.4
usc000gtwf,2013,5.5,mwc,11220184543019.652
usc000gudx,2013,6.4,mww,251188643150959.25
usc000guh1,2013,5.5,mwb,11220184543019.652
usc000gulu,2013,5.8,mww,31622776601683.793
usc000gup1,2013,5.5,mwb,11220184543019.652
usc000gv1n,2013,5.5,mww,11220184543019.652
usc000gw27,2013,6.8,mww,1000000000000000.0
usc000gwpr,2013,5.6,mww,15848931924611.11
usc000gx0q,2013,5.5,mww,11220184543019.652
usc000gx2d,2013,5.7,mww,22387211385683.47
usb000gwu2,2013,5.6,mww,15848931924611.11
usb000gxic,2013,5.7,mww,22387211385683.47
usb000gy4a,2013,5.6,mww,15848931924611.11
usb000gy67,2013,6.0,mww,63095734448019.43
usb000gy8m,2013,5.5,mwb,11220184543019.652
usb000gz3x,2013,6.1,mww,89125093813374.4
usb000gzdd,2013,5.5,mwc,11220184543019.652
usb000gzlm,2013,6.4,mww,251188643150959.25
usb000h0eg,2013,6.0,mww,63095734448019.43
usb000h0fe,2013,5.9,mww,44668359215096.53
usb000h0fh,2013,5.7,mwb,22387211385683.47
usb000h0hd,2013,5.7,mww,22387211385683.47
usb000h0hw,2013,6.1,mww,89125093813374.4
usb000h0wg,2013,5.5,mwb,11220184543019.652
usb000h1g2,2013,5.8,mww,31622776601683.793
usb000h3k3,2013,7.4,mww,7943282347242854.0
usb000h40b,2013,6.3,mww,177827941003892.28
nc71996906,2013,5.69,mw,21627185237270.246
usb000h4jh,2013,8.3,mww,1.778279410038923e+17
usb000h543,2013,6.7,mwb,707945784384140.2
usb000h5zp,2013,5.5,mwb,11220184543019.652
usb000h6in,2013,5.7,mww,22387211385683.47
usb000h6w1,2013,5.9,mww,44668359215096.53
usb000h700,2013,5.7,mww,22387211385683.47
usb000h70p,2013,5.6,mwc,15848931924611.11
usb000hbde,2013,5.6,mww,15848931924611.11
usb000hbha,2013,5.5,mwb,11220184543019.652
usb000hbrt,2013,6.2,mww,125892541179417.14
usb000hby6,2013,5.5,mwb,11220184543019.652
usb000hcvg,2013,5.5,mwb,11220184543019.652
usb000hdx2,2013,6.1,mww,89125093813374.4
usc000hi56,2013,5.9,mww,44668359215096.53
usc000hib7,2013,5.8,mww,31622776601683.793
usc000himm,2013,5.6,mww,15848931924611.11
usc000hj3r,2013,5.6,mww,15848931924611.11
usc000hpjj,2013,5.6,mww,15848931924611.11
usc000hpsd,2013,6.7,mww,707945784384140.2
usc000hrgh,2013,6.0,mww,63095734448019.43
usc000hrl4,2013,6.2,mww,125892541179417.14
usc000hrnr,2013,6.5,mww,354813389233576.06
usc000hs0h,2013,5.5,mwb,11220184543019.652
usc000hs1m,2013,5.8,mww,31622776601683.793
usc000hs67,2013,5.7,mww,22387211385683.47
usc000hsdj,2013,6.0,mww,63095734448019.43
usc000hskz,2013,5.6,mwb,15848931924611.11
usc000hutp,2013,5.5,mwc,11220184543019.652
usc000hypt,2013,5.7,mww,22387211385683.47
usc000hyr0,2013,5.7,mww,22387211385683.47
usc000hzfk,2013,6.6,mww,501187233627271.44
usb000i0ye,2013,5.5,mww,11220184543019.652
usb000i181,2013,5.7,mww,22387211385683.47
usb000i34l,2013,5.7,mww,22387211385683.47
usb000i4re,2013,6.1,mww,89125093813374.4
usb000i4rq,2013,5.5,mwc,11220184543019.652
usb000i4td,2013,5.5,mwb,11220184543019.652
usb000i52f,2013,5.5,mwb,11220184543019.652
usb000i576,2013,5.6,mww,15848931924611.11
usb000i5lc,2013,5.8,mww,31622776601683.793
usb000i67t,2013,5.7,mww,22387211385683.47
usb000i6rh,2013,6.1,mww,89125093813374.4
usb000i7na,2013,6.0,mww,63095734448019.43
usb000i89z,2013,7.3,mww,5623413251903491.0
usb000i8ey,2013,6.6,mww,501187233627271.44
usb000i8n2,2013,5.7,mww,22387211385683.47
usb000i8nx,2013,5.7,mww,22387211385683.47
usb000i8xl,2013,5.5,mwb,11220184543019.652
usb000ia6p,2013,5.6,mwb,15848931924611.11
usb000ib4c,2013,5.5,mwc,11220184543019.652
usb000ib4l,2013,5.6,mwb,15848931924611.11
usb000ib5c,2013,5.6,mwb,15848931924611.11
usb000ief4,2013,5.8,mww,31622776601683.793
usb000ief9,2013,7.3,mww,5623413251903491.0
usb000if30,2013,5.9,mww,44668359215096.53
usb000ifgq,2013,5.7,mwb,22387211385683.47
usb000ifva,2013,6.0,mww,63095734448019.43
usb000ih9z,2013,5.5,mww,11220184543019.652
usb000ihl9,2013,5.5,mwb,11220184543019.652
usb000ihqd,2013,5.7,mww,22387211385683.47
usb000ihw9,2013,5.5,mwb,11220184543019.652
usb000iim7,2013,5.9,mww,44668359215096.53
usb000iivv,2013,6.5,mww,354813389233576.06
usb000ije3,2013,5.9,mww,44668359215096.53
usb000ijj6,2013,6.3,mww,177827941003892.28
usb000ilce,2013,5.9,mww,44668359215096.53
usc000ipje,2013,6.1,mww,89125093813374.4
usc000iq6f,2013,6.3,mww,177827941003892.28
usc000irjf,2013,5.5,mwc,11220184543019.652
usb000itmf,2013,6.0,mww,63095734448019.43
usb000iv4w,2013,5.8,mww,31622776601683.793
usb000iv7t,2013,5.5,mwb,11220184543019.652
usb000iv94,2013,5.8,mww,31622776601683.793
usb000iw7z,2013,5.6,mwb,15848931924611.11
usb000iwaz,2013,5.8,mww,31622776601683.793
usb000iwi8,2013,5.7,mww,22387211385683.47
usb000iwjv,2013,5.7,mww,22387211385683.47
usb000j0t5,2013,5.7,mww,22387211385683.47
usb000j0vl,2013,6.0,mww,63095734448019.43
usb000j0yl,2013,6.1,mww,89125093813374.4
usb000j0zb,2013,5.5,mwc,11220184543019.652
usb000j10u,2013,6.2,mww,125892541179417.14
usb000j25k,2013,5.7,mww,22387211385683.47
usb000j275,2013,6.7,mww,707945784384140.2
usb000j4iz,2013,6.5,mww,354813389233576.06
usb000j4j6,2013,5.5,mwr,11220184543019.652
usb000j4kk,2013,5.9,mww,44668359215096.53
usb000j4n4,2013,5.9,mww,44668359215096.53
usb000j5ki,2013,6.1,mww,89125093813374.4
usb000j7zm,2013,5.7,mww,22387211385683.47
usb000j83t,2013,6.2,mww,125892541179417.14
usb000jaf4,2013,5.8,mww,31622776601683.793
usb000jb6e,2013,5.8,mww,31622776601683.793
usb000jbng,2013,5.8,mww,31622776601683.793
usb000jcfu,2013,6.2,mww,125892541179417.14
usb000jd4n,2013,5.7,mww,22387211385683.47
usb000jdln,2013,5.8,mww,31622776601683.793
usb000jdt7,2013,7.0,mww,1995262314968882.8
usb000je5n,2013,5.6,mww,15848931924611.11
usb000je9f,2013,6.0,mww,63095734448019.43
usb000je9l,2013,5.5,mwc,11220184543019.652
usb000jelf,2013,6.5,mww,354813389233576.06
usb000jesh,2013,5.7,mww,22387211385683.47
usb000jey1,2013,5.7,mww,22387211385683.47
usb000jez7,2013,5.9,mww,44668359215096.53
usb000jg6b,2013,6.1,mww,89125093813374.4
usb000jgci,2013,5.5,mwr,11220184543019.652
usb000jgfc,2013,6.5,mww,354813389233576.06
usb000jgfh,2013,6.0,mww,63095734448019.43
usb000jgju,2013,6.5,mww,354813389233576.06
usb000jgrq,2013,5.8,mww,31622776601683.793
usb000jguu,2013,5.7,mww,22387211385683.47
usb000jguz,2013,6.0,mww,63095734448019.43
usb000ji6r,2013,6.0,mww,63095734448019.43
usb000ji7f,2013,5.6,mww,15848931924611.11
usb000jigi,2013,5.9,mww,44668359215096.53
usb000jjek,2013,5.5,mwb,11220184543019.652
usb000jjmy,2013,5.9,mww,44668359215096.53
usb000jkmw,2013,6.4,mww,251188643150959.25
usb000jmsl,2013,5.6,mww,15848931924611.11
usc000jrid,2013,6.1,mww,89125093813374.4
usc000jue6,2013,5.9,mww,44668359215096.53
usc000juwv,2013,6.1,mww,89125093813374.4
usb000jy5l,2013,5.5,mwc,11220184543019.652
usb000jwly,2013,5.7,mww,22387211385683.47
usb000jx0m,2013,6.1,mww,89125093813374.4
usb000jx63,2013,5.8,mww,31622776601683.793
usb000jyhd,2013,5.5,mwb,11220184543019.652
usb000jyiv,2013,7.7,mww,2.2387211385683468e+16
usb000jz8j,2013,6.1,mww,89125093813374.4
usb000jz9d,2013,5.5,mwc,11220184543019.652
usb000jzma,2013,7.1,mww,2818382931264449.0
usb000k036,2013,5.5,mwb,11220184543019.652
usb000k1gb,2013,6.8,mww,1000000000000000.0
usb000k1il,2013,5.5,mwc,11220184543019.652
usb000k2h2,2013,6.5,mww,354813389233576.06
usb000k2it,2013,5.5,mwc,11220184543019.652
usb000k3c1,2013,6.7,mww,707945784384140.2
usb000k49t,2013,5.7,mww,22387211385683.47
usb000k6nk,2013,6.4,mww,251188643150959.25
usb000k7q5,2013,6.0,mww,63095734448019.43
usb000k7s0,2013,6.2,mww,125892541179417.14
usb000k8jm,2013,5.7,mww,22387211385683.47
usb000kbbm,2013,6.2,mww,125892541179417.14
usb000kbhi,2013,6.0,mww,63095734448019.43
usb000kbn7,2013,6.6,mww,501187233627271.44
usb000kbpa,2013,5.5,mwc,11220184543019.652
usb000kbz3,2013,5.5,mwb,11220184543019.652
usb000kccu,2013,5.6,mwb,15848931924611.11
usb000kdb4,2013,7.1,mww,2818382931264449.0
